s-hash,artist,song,count
4860d181d3d74461e17249e1d420fb343b2932f42f3955fbef928d284ed9dec6,"The Pines","All the while",7
5f3895fb8f311eb2d7326ead3d3a10a58de6c5fbe0993c42e8bd32713856a557,ScHoolboyQ,"Break the bank",1
f9571ef977068ecc80ac774e709204c21e8da6d47d5b78588be42bd8517d403f,"Shine 2009",Eurozone,1
82e79f8a55a81dba715d2929d0a4c3c28de27b2f9f3bf205081e9efbc8841997,"The Knocks","Comfortable feat. X Ambassadors",2
ee0dddfc4fdd1a4f54b182a3a95337bbe9e9c93746e894b69ce8065bbcff9b62,"Armin van Buuren","This is what it feels like",1
5a042ca3e7684f929929fd588ee14f685bdc28b1dfcf0c083d196f09d098ece7,Coldplay,Magic,178
e5621575a2d845cc852ea8c8068a3a0f55713457272f958aa6f8a8bfc36dd0ab,Cathedrals,Harlem,1
4115388c6fb7aea936b6ad81b729583502b7cf710094dc584e5a8c36373d9dcd,"Asap Mob & Asap Nast","Trillmatic feat. Method Man",1
1f9b1f28bc7f76d00b005fc0980c547c220fd4c34aca1e0d24439d108253e6e5,W.a.s.p.,"The Headless Children",1
306f6ab27141addff96da7a089cbe87886485eb6704d82cb6cbb139464e83af1,"Hopeless Youth",Battlefield,1
35ff6c69d34c766c4fb000b17646f4f543ed1706284e6846d6502548a8ac100d,"Koljosen Tiekiista","Hyvää Päivää Konemestari",1
88a9c93b2df4c97a17dd99c7ada77c2c51b26301cb651878b317d49a72ff1e6a,"Sonata Arctica","Cloud Factory",2
94810b9d368053cee8ada87e151ce5d714b4280661cac5550e31b05604a87652,Behemoth,Amen,1
c30d95fe42f11fee082eec33bd67f4c2eb231510ed658dfcdbfcd450ae6fabd8,Motörhead,Broken,1
3a4f69446315cbf6c06d6e82c809e4ebb26e916c499d6b292f3970ba869faedf,Miasmal,"Whiskey Train",1
79e1a7bfd91ecc6adbc07422ddc27e06a3bdf6624a90961862efa665daee9d70,Kuolemanlaakso,Arpeni,1
134a472de1a3b4ac2f9299443597262d49159e6852e4667c25c76a61564e182b,Kuolemanlaakso,Musta,1
434686645fd98d3495f8f55836814ba05e187f6cd67ed4b2f588ff6c4fcc983d,"Terveet Kädet","Tornion Kevät",1
4719d0894e33bff599b5a2d5e03f4d92d55d08cae48635910caaed6383791e16,Sarcofago,"Satanic Lust",1
aa8a29ae59cfafb21c6765902ab64ab0a14bc94e7a7589b1b961c1904ea06653,"Silent Voices","Reign Of Terror",1
c56275599feaf13f9d6a8428b09ba3b632d8fe762afab4b5d28784fefb8c75b8,Sepultura,"Beneath The Remains",1
4d0721469f304b566fec7cf778b2b455300ba12d29fe0b87c9770583a57b133d,Whispered,"Fallen Amaterasu",1
1cb4d814b04560e13c73ff0cc5365059eaa352f33b65f8883b8833e6a2426a55,Coprolith,"Towards The Axiomatic Pain",1
f6b7fa70b1e809d4acf7ef8290dca13ac71dba5b0eb4943b9ccc870fd33d3ba1,Sodom,Equinox,1
0ca367cf4f6869c8734962c415abc615e6656f8e5d0888fe9453b5af881022dd,Hiidenhauta,Raato,1
a91d40d3cb167f6122e6ce5840aa8d7512cd3e2426400fe09eb6c837b9119362,Nazareth,"Hair of the dog",5
7526a88bba3fcb9913953324a179518578495e4def8f3d0184fe39c305008900,"Ugly Kid Joe","Everything about you",2
b93a74787ab46f5e00b5412bc034286706f42f51a083bad304550b7323cb18d0,"Judas Priest","Better by you, better than me",4
d8d18e6f13d4d28cca9be30a301b79b80f512e6d309e6f38ddd29be69d45ea74,"Royal Blood","Little Monster",231
b4f0b05adbdc546977a7e11ff74db520fee4fd1490b15398cef99dcadb5470d8,Beck,"Heart Is A Drum",4
612fced01b700f331864bfd276556479d518c57bec5097c5cc5e20a8a5f650aa,"Pharrell Williams","Gust Of Wind",2
308808fe08d3f0c124936388138b2bf2ba0d2d98bfceed3d30e8159b5f3b6357,"Pariisin Kevät","Pimeyden Tango",2
12de0ce6514524e3354da3f929e1a2e1fc4ebabe5988ec5f0d16e495fba0727d,JVG,KMDOD,1
26b3b6db4dd0a0a6c8ddb1f5ca5a6103942fec0f82749082ce5958053720029a,Anthrax,"Got The Time",2
5c1e0fdbe9734ed844a21e56b6ba20a501c8970ce47b913ff56701eaf9498a4d,Panetoz,"Efter Solsken",1
0eab4cc17f7a253be8ac06a3f3e77e3bae7c602d5c7524b9a4d410cf215d8ae9,Alcazar,"Blame It On The Disco",1
edebfb348258041856d163f312a77bf3fe9b7defd330fb6c3aefa555272e0d7f,Aikakone,"Anna Mun Bailaa",1
36d22af720722dfa0923a0690a9290b9b3de5bde23db4f287425ac777eb1402a,Spacehog,"Almond Kisses",1
b8e0b18baad6614bcee103dad0bd0b063c236760188b8336bed4e8498c4c0474,"Big Boi feat Ludacris & T.I.","In The A",1
3dbb214ad55d2bff8273ca89ed6e054059090046e73f9b59784d7837209c5d09,"The Roots","Don't Feel Right",2
91b55dfdadde643c60dd66ff0091f7396a96a8bbd94a4b67729003d411e094ad,"Raphael Saadiq","Stone Rollin'",1
ee84bab76058424de1d005f6ba46b71e5f853fafb63862ae956f3eb39fd7b435,"Busta Rhymes feat Q-Tip ","Thank You",3
cbf743b95efcba08c91cd4719be34fe8412367b05dd2af4e6bb196ed2446bda7,"Devin Da Dude feat Snoop Dogg & Andre 3000","What a Job",1
bb796524329ed7cbf667c709362d4d6aeee0d8f5ce6901130052edf4da0db00d,Beyonce,"Crazy In Love",1
6502be09e421c967d11eb97f540af300ef0d5e341e3066a7b47e04a9e8ec08ff,"Ed Sheeran","Give Me Love",1
6916c6ba6097320f5fb22af163cf5250034a18b382864fdbfb7e2e1a5c9b9b3c,"Big K.R.I.T. feat Melanie Fiona","If I Fail",1
5c883a4a7c9051e02d1706a3e13b502c69c24a2d3a66d4dd9f0bf329024abe1c,"Bad Meets Evil","Take From Me",1
8ec1e8275ad996245a28495faae772e55e2e0d4230b1c9d83a4616de859cd64a,"T.I. feat Kanye West, Jay-Z, Lil Wayne ","Swagga Like Us",1
42da1a374918d3f1bff4ec4d998d2b7e3585d40ca6d1913aaff6077e04543f20,Outkast,Elevators,1
35791260a93210ccc1eb7e2cf33392f7a9023f6b9998c9cec72009e56b234702,"Justin Timberlake feat JAY-Z","Suit & Tie",1
937ada042a2a9e9b2f0b479a10b4027b3fc0d2f36298f9cc47616a87a1351ccd,"busta rhymes","Hurt You",1
6587a502a1abe28d2986d291bb00c5751544d062f0da2c301977694e86ff6de2,"Mighty 44",Wicked,1
fbf5d92116e933adf6813df4b7906071cfab75a481b00d16deba2d9efed9f7ec,"Sean Paul","Want Dem All",1
ce3a44936876ca6bc9460bae4c2a7a917b005501217ee77de2d64c8f94ef42a2,"Outkast feat.Janelle Monae","Call The Law",2
5248b3164e457cc79e18d639c7fea5d587d9126bb18e7b79493379d272aa97e5,Raubtier,"Jaga Hårt",1
baddde506fdd220ed669ea6a95b35dedda224b7d02dcb95342658ff3c0ba4131,"Weeping Willows","(We're In) Different Places",1
f36f22b3b2635d03eebabf29707db0dfab9bbc47d52d2f2cf999b6e9f3166f90,J.M.K.E.,"Tere Perestroika",1
9f4a03b8bd075f7a32384cdbfeff3a235ee2507e74fe521e1b46b34493b4708c,"Austin Lucas","Run Around",1
ad901bc6abf21d82c1f6cd0b3d8f949fed7257d1a318e3686f3318e77603b0e8,"Pharrell Williams feat.Justin Timberlake","Brand New",1
81571842d360c7cb8817b581dba835fef963965c76d5c2f49a6205cf368d526e,"Musta Barbaari","Salil Eka, Salil Vika",1
be5ee212a521252c91b54352d8a7c417bf9c1f49af97239e57fc32cba8dd2377,"Kate Boy","In Your Eyes",1
7d2b8b7eedb852fe686655eb2101ee3c1a79210420b495d8caeab0d7b52f1a3f,"Die Antwoord","Cookie Thumper!",1
3a06c6780b09b0afb4b885c79c173049f4deedcbbacfdb7f18674f9cd8116637,"Erik Hassle","Ready for You",1
210c797e2fb94fe560696deb798777525318ead6c0538ef3519e7562b92b1b40,"Kill J",Bullet,3
abc16a2e255cd9ff252dab8235f7112dc1a71f17496e427eaaa2809ade08ee40,Cathedrals,"Unbound (Marce Reazon Remix)",1
54d75d8bc4bf87a647b72a82468a38210a99972b4d1d857d9b7c817c03031421,"Southern Shores",Flashes,1
edfaa30d26a12d72cccc2e6f471175499523c9b56db5881d483e264ac94aed40,STRFKR,"Leave It All Behind (Ben Aqua Remix)",1
680c96bdb3111838805f843f8ff8d2e30e7acbde5b2a397353a39397f96d58e4,LIZ,Y2K,2
3c70d2f0de1a6bc8ce000a3a86a804bc0be7f88a4335d4f5d5087f6c1f08e0e3,Mo,Heal,1
c7e0b583aa0a874f38bcb8b250ceccffb307de51af9c26c133affcedb86fd801,"Kyla La Grange","Cut Tour Teeth",1
2eeeb3b12b7ef6f012040d9eb4370da2f21ea614cba7190c69147fafd87f8904,"Totally Enormous Extinct Dinosaurs",Stronger,1
9d6e3e18f92bdabde40c936662e9f4b7b72905a533667a43cb99306c348474b3,"Lucy Love","Take Me Back",1
e3ccb04f5c71a6044ba6304c09f1c4101f5353e4aa3bafbe582b4da30752bb13,Mö,"Say You'll Be There",4
494bd4e4c5444369df15426cda590991a3eb98798a6ab359b841b2fac19dd601,"Tove Lo","Not on drugs",59
ec908908c2e64b37655fbd000a40d10477910a94086a94c345f27b65cfc24d76,"Earl Sweatshirt",Hive,1
f66d2019eb1b9f3da3f680c932e07c6b6cfe00702f9e9ccb893d3f8e0ada4273,"Jerome LOL","Fool feat. Angelina Lucero",1
602d0d94f9afca7d24b801db7469654ca2c11a142043ea16eaaeecb43c7efe1d,"Olympic Ayres",Magic,2
fa52c8489ef7f5cb6fe5c9603f81f7dee3024bc8751dab3032d68de6ebfa1ae9,"Pharrell Williams","Marilyn Monroe",4
60a1b198c2b47d71540c91ff85098973ec24cfb1dc43181beea0a9973edf29ad,"Neneh Cherry","Buffalo Stance",2
8837efc5a068afbcb3e5122413e550a7f6ad5b5457515433ffee5c0a5a1aa203,"Neneh Cherry","Blank Project",4
935c6b9bd5f2b7670b2d8cb4c1832c282baf368d1657c898a0eae813eaf1a391,RAC,"Hard To Hold feat. Tegan and Sara",4
f7966a9664fce6fcba4282ab2976648f73f1786df00ad32237000fe86c66661f,"ScHoolboy G","Collard Greens feat. Kendrick Lamar",2
3d6056070a2ad53bce726482a9ea91651d848a63288f4bea9dfe39a5a3d8e707,Skaters,"Band Breaker",1
f86e68822fb0e0300fd943f958d378e5ac2ed1f1881aa890137cb5a7003213c9,"Architecture In Helsinki","I Might Survive",1
0bf6b49cdffe7f23d5c2782fa3cebfe67feceffe64bb514d0d0f62460dee5535,"Josh Record","For Your Love",9
7b99651161d94c98683f142a6b6d585dd89f1a2186145a6d8054efdd10037dbc,"Broken Bells","After The Disco",1
c7215323d3721c06c305189890395b483deb57e5349632ac7c62c1076ca61ef7,Kelis,Rumble,3
5d402deecea2afd05a316ad1eae39695165882fa6186cf02a72efdcbc7d5c030,Atmosphere,"God's Bathroom Floor",1
4d006c0f8d88440f4be04815d5f329648e7d0f9a7e3767d9c4f15d53ac8e8803,"Mr. Scruff","Render Me feat. Denis Jones",2
d20194b8aa8429f808b193e0786d55ea73692201380de493f8664ca1a0fceede,Justice,"On'n'On (Ruined by Rick Rubin)",1
6884d069304d0e418564702019b1348da57164719d5674156da9cd3ebd09fb55,"Sin Cos Tan",History,1
6c9f670d02648ed10f8229bd9796d13d10a393caddfd290466ac646740b00f62,"The Giant Leap","All in my head",1
9271475da00feb549f7d563226979ac5db9086dba01220faac03228a77532c99,"Angel Haze Feat. Sia","Battle Cry",1
ddcf4bb4d2489cf202a61c34e3ba63d784256d627314128e51d7a2057548b495,Coska,Benjamin,1
d5a031242152f778c22de8b6ab26bc9ba3084debf3ab94d599e6345d2b42dc93,Viikate,"Kitara, Taivas Ja Tähdet",1
db38bc39db6af40c1db29caeddeacfc6e1deb505666694a4f7b26b5e75de9f97,Jent,"Låt Dom Komma",1
f1c578e1b86722a7806e0d894534a0cddf6c61fae78a95b55f3070ef8a805938,"Captain Jack","Captain Jack",1
29968c6cd57ce942cfddd9191ac1d755b873d210f16ae8f3a8cd72db36b9bcb8,"Ace Wilder","Busy Doin'Nothin",1
dc0e2c663af1f77463704eab38d7622f05b3acd6b4a4f32c8fea43479ad81830,"Schoolboy Q Feat. Kendrick Lamar","Collard Greens",1
7df0b0cca351a8d7616bb65e9ac0e4dfaf0e90416fd349ed432fce9a1281a58d,"Backstreet Boys","Everybody (Backstreet's back)",4
177f0b63542105b5dae5603f5e210e0149709715820dba3fa1b0e8a400e3b3f4,"Destiny's Child","Independent women  (part 1)",3
2b8c5a0ec9fdad65f13fdc25e1c2912837b7c7881eb8fc1975bad8207e26110e,"Backstreet Boys","Larger than life",3
45fd537d73a85b6dc753a279d3ae3afb1d57e0a02cccbbb90d372edf7ea26eca,"Kelly Clarkson","Dark side",1
e368cb0abfead9f0d6b38a17fff828181ac00af22961a8e70a9bc7d89bceb26e,Nickelback,Lullaby,2
457fa28165277d0d662d65580a545d9db078bbf9acfe40a93d3362a206091d01,"Afrojack & Wrabel","Ten feet tall",82
bfa9df86a6625d2b44e7c1ca117cd4ba6a0b64e41cf5803a963d73893d770abe,"Shaggy & Rayvon",Angel,2
c3f49546b0031c8620316ebb37850bfda35b9e26c070e2c1f71d69172e3d3760,"Led Zeppelin","Rock and roll",4
78bc25b20c314e7e03d8e9275eb6a1bc2d35d56068265145bd67a5cf5ff6c364,Adna,Night,6
844ede4a3052147f181c265d78f558eca1a8ec6c790f914d5a7b1286beb1d9e8,Sansa,"Waiting for the sky",3
bdc02224f24d73cc714ce82241b16e0c9fe3eb937db71e9f777a249022524ca8,"She And Him","Why do you let me stay here?",1
2f726ebe2aa687f1027c00e73f3eecc64ac7649ce1bfcc92edf50e90d992f5b3,"Franz Ferdinand","Fresh strawberries",1
2662cb6521adacef1ef3b6c21efa4be9389162159b1cfecc049762ca901102a8,Hozier,"Take me to church",285
cb9208dab5a70b098c58f9f7b8cc1020bdc9cfdf2ac641927cab2f485753a9fe,DeathDestruction,"Set the sail",1
024bc652647140bbb6ff1a8de90c8a32c09d9c84ca0f8b08f5ed95913e15c35d,Eminem,"Headlights feat. Nate Ruess",1
10763e6c53743cad48a852defd95e326f728275626b9eceba50058b99705d5af,"Pet Shop Boys","Love is a bourgeois construct",1
a2ddc30e1d93f13cd7ab0b10cba6b7e6add9483d7c0d66447f25b673a91f237a,"Big Data","Dangerous feat. Joywave",1
2b09af592ca25147569f0dbe14204377498aa60ed0760a579b090ed33b52a2f7,"Paloma Faith","Mouth to mouth",2
0ae1fd61fbc56e7d5818f1dbf0b31b19188935b1805004ff775c0dc321e5ec34,"Schoolboy Q","What they want feat. 2Chainz",1
b98ebab21698ac4292c1851e9b039b1de6462110c29edccd6fde9f934789e38a,Axento,Summerplay,1
5e231fc0178409463c73c35b67ea71409fe98089d1565abe9dd857ee5e3a653a,"Ace Wilder","Busy Doin Nothin",252
122489cd85dd0ea57e030a7b87ef825a6a63edebf53f9d902ec84e8add9c4575,"Raised Fist","Friends And Traitors",1
658f4a43c1dc849f8287d4d50462d7cd9178be1e227fb45eb82e8313bad6569b,"Profane Omen",Intruders,1
2b766be369d53f19861dbabee98a7118856f2005c5147eb040d7757edba65dd4,Tuoni,Piina,1
c428c84daea61486402a72de24dab8fafa5db242e49ca588dd7b51e205604dac,Shear,"Last Warning",1
b06c0fcf8647e6c25a13444ab18099150d73021a65f755a3a4764f54dfc5e433,Mayhem,Psywar,1
ca03a2853f9b77f7c2ca5531e9f76810f75f97384548c7020304f49b4cb55a8e,Aborted,"Necrotic Manifesto",1
dd393b75b7233c26c08008800538ed67746a256bfb947a3dca3f13c2d028b2ab,Marduk,"Vanity Of Vanities",1
1636e27c79f6275f3730ef673c055672f6854071889158adc22a2b4061ea0873,Marduk,"Beast Of Prey",1
39389cfb62337a593ceeb9b447ee8a7c5c766509d57ef40f900ba87dec4f746c,Loinen,Kuolemanselli,1
49a1ca740407e9aa1b3ed3a41640b6a5a5395bfccefc6cded1593b1035ea2379,Våld,"Boycott Your Life",1
6381f08ece6633cb15598f191a015027f12e1fc00a82740846aea91676e0c7af,"Silent Voices","Burning Shine",1
af8c30c1e59e962f19b23d1d3858727e1044a7371a90553f3144e3546b4e5b25,Sarcofago,"Christ's Death",1
7c0682e70869771503bbdfece98f9880fb9f44b26f41152bc04e39830ace648d,Kypck,"Deti Birkenau",1
3e97dbfc40b9685586419172b019e83643d7e8515b6099cac65111816faac475,Iiwanajulma,"Päivän Teesi",1
d11d7a5acfbadbc43b5beba364753ad30c08c347e39c737def2a36117fb7923b,Coprolith,"For Infernal",1
48392ba3588187bce63c3f35121001b7784f4dec40f0bf3ce2a39f5e3e03540f,Hieroglyph,Parasitus,1
1741e5298c73d56310c791569f92fc451842a6af52c981450634fc718ba6bbfc,"Iron Maiden","Iron Maiden",6
a56023074be1bd38af322dcec7be88ecadcffdf4c9511df3d6b0d6e936e39dcb,"Jimi Goodwin","Oh! Whiskey!",1
19c3422f148ed86b5302550eb537e30c04c9bbcd1ffe1ec0acd9b629ff0aab6f,"Ison & Fille","Länge Leve Vi",1
63cdf293a0f6cf278493d8318ef66a27b79577444c6d7f1c01935032076fde6b,"Schoolboy Q feat.Jay Rock","Los Awesome",1
11c736c9c3330bf5b183cd6e11c6fad52d85516c1cc42c18576cff574068656a,"Linkin Park","Guilty All the Same",1
c7f2848af33909de422941e0b489996b2b0fe762994b4b57a125d97008cd2128,Pixies,"Greens And Blues",1
f472ce1dbf1eae37f4b9206a24e48b25a556b4e9aa453a1402a3819a0cfa442c,"Rob Zombie",Superbeast,1
86c1e2da7f022705bd557ca41f95fd95d24bb1af1f66741a542ea5ad0cb5a10c,Amorphis,Divinity,2
f9e2178ea1776e178e4fc425eb97afc6d4ca3001c0d5a96e60a5840cd920619b,Vink,Easier,1
ae91b374fdcbc8aec3da57e2f22df08f8e23d3b794b9079b17c3d64faed14539,"Whitney Houston","I Have Nothing",1
d8249a3de67f85b3d90ada45b997215d4f56bc87b98db939efb8e67b188f8248,"The Megaphone State",Hooligan,4
34de22fa40fe44bff46c8305725196e823cf9f9f7e095b02d5d71eca025b5663,"Petter feat Eye-N-I","Början På Allt",1
a673d252fdf26df4873948a05a3572a5eafead92365d2e9add9f1da55dbacc71,"Wale feat Meek Mill","Heaven's Afternoon",1
70b19bf37a0d57c7e6161db78e4e11c93fa778bcd6d91e186bd818d63a4f08f7,"Janelle Monae feat Prince","Givin' Em What They Love",1
8be05ce2bbcc6207251e4fb6d7b43b446660c63875cef9049491eb6d44d9e831,Drake,"Started From The Bottom",2
70158f2f691d1c426bfe22c0a7da6b773b076686be1d9882860c6d2224f889bd,"Pharrell Williams feat Justin Timberlake","Brand New",2
0fb258d3c0e127ea168c763dabcea5e824ea7c6295b7dcadf20fc22fd6d7c429,"Talib Kweli feat Miguel","Come Here",1
3acd747c5a38eb16994d9084816422ed0c10559deb188f6393b23d2a37ce7b5c,"De La Soul feat Redman",Oooh,1
9d13d42e7b65cb59f3c3db0be22063f466831a812709ee9a545297393f97d974,"The Megaphone State",Ducks,2
ad58b3f0976f6d9896d238ee8c3d0461a28d6afcb276dfb70db58b14e812afba,"Tinie Tempah feat 2 Chainz",Trampoline,1
329290d03c567f0d36e475dc770cd30e40508c5a094dafce87463339ede041f6,Aurora,"Eilisen Aurinko",1
4b340501ef89ae36804d939313f7708281112b6d3398395daec21675353d410d,"Frank Ocean",Pyramids,1
aebd3fa0fad24c3fc1ef391dd75547098ca613555ac57ae2b679c5c94bbee63f,"Gang Starr","Shining Star",1
bd4497a0225672be5ff5ce604098da9ac44e8ba1d210a4c516d8432c1eb26c71,Nneka,"Shining Star",1
639fee9663fdf9051e89a75858520f3ea18f80025c0bb7519b581998adb13a3f,"Boonie Mayfield","Sprang Time Soul",1
440e18d83ee934993f046b88563b2c53bdc4d6531811b33436ccdc578b9e635c,"Kendrick Lamar feat MC Eiht","m.A.A.d. city",2
9e9d166dc0de4ea4f1d82ea39919e90574e886e049779ccedb7cf78a7cb21036,"Jesse P",Dreamer,1
c37e58534c4f1edc879624ba364fcfdd8b4c5903ab33b246ee1a4445acc368e8,"Big Sean feat John Legend","Memories pt2",1
67f1e480174ea90477e19eab4d0288332177f4bf5c304d2457e29c09e2de66f4,"Daft Punk feat Todd Edwards","Fragments of Time",1
a9f70157d28523fd03e0f9441070c71bd535d8d165f43045726a53415ddc9535,"Andre 3000","Happy Valentine's Day",1
0ed6de57dc648d3dc511ee2737f529a911b15192e50fa7f7fc38188a74799cd4,James,"Frozen Britain",1
dd7d449281e2dcbf6dceaae011182a68580c976117d7659174ffdbd08780f816,Kent,"La belle epoque",147
efa8943a1404c19c9cb2bf493cea15982f3d0f4afb60f56e2f7a05c924d9cef7,"Son Lux & Lorde","Easy (switch screens)",1
0d7018131eb3f6588600b71dbac7078d90e1bcceb4eaaee0d43be6d4ad3af51a,"White Lung","Down with the monster",1
26f4ccd35c60829359f8d5635e7f02c777f0214f61b22fda06af592ac163a645,"How To Dress Well","Words I don't remember",3
ea54d99df46b1edb6b59828e3d3e7158c3eede490b9253dee2a11b62453fce8e,"Jenny Wilson","My history",1
79150127915ca6c532b07f71c2876297b91a645028d9656634a5a3ed428a01d7,"Jenny Wilson","The soup",1
126b6eb467298c4f9ed4d4db36d101425b3776b25f61fa3afa40f99a7b237785,Faråker,"Sista fajten",82
3cb0327a643c07fb758690db82b27d7c37f238e741faf2c65b5703b692cf63cf,"Mr Probz","Waves (Robin Schulz remix)",2
af41b0be25e4e5133d274d88ad35d11dd877909555a471d13cb692fa33497007,"Damn Seagulls","Hold your head up high",1
d9de02aa4c05c2b39f144d4ef595e8520cb886cf6e8fa204faab50544bd94754,SevnthWonder,Magic,1
837bac4715cd6e32473d2da0affb389c4eb1b42a3b2e095763434ef205533e81,Bondax,"Givin It All",1
a94b9e2b565b14809a4ab904df650d93c8370dab5e1cc82095647750c8351558,"Julia Spada","Reptile Mission",5
1309a0e1896b86abe30b7d1ee2d6dd6fb7ba754ff84238c7b4ddeacc90e02d51,Mapei,"Don't Wait (Smalltown DJ Edit)",1
0dfc7859c8d03409c629392700df3266da7bdf3b3368581a2194f48901829576,Dena,"Thin Rope",1
9178ccec343f52e9600bb39b0b571981c593ff7da6f8ef92db649a3f690d9b96,Disclosure,"F For You (feat. Mary J. Blidge)",1
ee16f9f537682a2c555f5f3ca25a28661601afdfd382ee51f164b94e8c3ffdc2,"Frank Ocean   Mick Jones   Paul Simonon   Diplo",Hero,1
35f93e71ae6751c8ed22f858dfe1e29fc673f000c4ef077fd9c83e35319891c0,"Duke Dumont & A*M*E","Need U (Robots With Rayguns Remix)",1
b319d4c301550f4e0cc6a1c15745371b1a7f8f6ec6bd66b192a58d4882022bb8,BASECAMP,ATSW,1
be0f72836001e8f93a38f2bce1bfdb924be8670e734b7c59f1c43397b4e82bf6,"RL Grime & What So Not","Tell Me",3
60f60283cc81e93eb9ef812547b6cf827f13c9d39755fedcc2a157a10c97883e,"Tensnake feat. Fiona","No Relief",1
3d83a0552bf9423b06f854772e32c9a0bdccdccfea18392299c875b9343bc16a,"Ji Nilsson & Marlene","Love You Anyway",4
7abecd8e46ee799913cc61c0ac112ff494552975a1b6c936d216d8428807ad7a,"Say Lou Lou","Feels Like We Only Go Backward (Tame Impala Cover)",1
42a8bd6cc61608f910804e9a571ff520dc3110055aa2fc2fc307612a04dbc04b,"Die Antwoord","Fatty Boom Boom",1
3dea317885a93a6af8ae02fc07ac5d21de96670852e5a9cfea05e5ad5f1ae462,Brenmar,"Medusa feat. Rush Davis",3
c174f4a88061fa16f3cc8ca39a3a5635e93e324446226faffa1820c37584ef22,Kwes,36,1
3821ff8d0b846c59fe9ee83a4e8efeb4a1b1baaf021d7d14a283814d78377708,"Hercules and the Love Affair","Blind (Radio Edit)",1
7858ba64c13f30e1571175fa1890b36247fe1dd5e5b930f2b208d6f5f77ace5a,Darius,"Hot Hands",3
558e9016f101493d7f7d28017b8b779847146b1ba04869dca985a48b462e93f9,"Petter & Eye 'n' I","Saker och ting /1. Ord till moder nord /2.",8
009d47fceb3ee3cb63f89d6ed73fd1405f906926494f07c651dd8bf99bdfb914,"Heavy Tiger","Girls Got Balls",1
746162afeef7b9eae8983728a5b62ac2ee0be5e08945c4f847bdd8b44902b872,"Devin Townsend Project ","Lucky Animals",1
cd4848371d3e1b5492712289fa1df8ffd4743e88e7c8ddf77acc7838bc99e5ec,Metsätöll,Öö,1
fc8e3ac4c2687b8f47a7d393a89341ad2eab4d152cd230f0093e3bb7e01f1715,"Pet Shop Boys","West End girls",1
d4cc58d12f366635a4e8ee0afc2ec2e3c7b18c3d69a633be37257bdb1cbb9888,"The Wytches",Gravedweller,1
2944aa9c5b6462652a107a6b2fb7c942026dc5c3255a14be577ffdfb0cd15e7e,AC,DC,2
68a49180b0d21ca4e05fc5c4d898c8afd51577dc5e80775333b30f00dbecf2cc,"Olympic Ayres","Take Flight",3
c000be5e941431d701ae877d0fc0155cab011a4290d2b4b3255b71c012c73007,"Sticky Fingers","Gold Snafu",3
49b59e6eb3e31bf0ef6abb03e643ce7e6eb5185301aabdfc3f342089abee8d43,"Broken Bells",Control,1
fb7ec2ebfe65f3bc3d33bcb59b1faf9774999ef37ae3d61fdbd20f81dbd9bc85,"Route 94","My Love (feat. Jess Glynne)",2
bda0cf49ee482b57f02b3a16d83832e07efbd451fc48c7fb487c6273c5f1e0cd,"Pharrell Williams & Alicia Keys","Know Who You Are",2
2c6b516d6f928298601a4b8464479eaf26b91263aeb4827ab0f5b0e56bdc6179,Redrama,"Got This",1
8f901688037996beb1fb80c0523af5713d621d13f7a3fa90ccdd5ac80e30ba8f,"Ison & Fille","New Shit (feat. Nebay & Rosh)",1
0e308d77ebaa107be93c01938c2ae40700405371174641873ff211b0f84da089,"Sharon Jones & The Dap-Kings","Get Up And Get Out",2
9db54084aeb8a67a8ff6417a8e879809dd3073a17721c0af51e232be9359c050,"Nick Waterhouse",Holly,1
88c1a0ce1076f65756fd4e40c2db9d198f917c4a7237c5b3732496528430f725,"The Dead Weather","Open Up (That's Enough)",1
baf59ffb7f4d406ada343b25c6fa779cfb6c05ce2b462a5e46ec73e3e8aa9e61,Sebastian,Dog,1
f3136a99a27d6fe7b22ab5ee26ae6a506d89980eb8d2d87d501fad12b5765b52,Uffie,"Robot Oeuf",1
ac4dd457cf22ed16f9d356ca01b8ad60d7e388665869fd49b4897e077e9ab5bb,"kaveri Special",Rantakoira,1
d745d2ff92bfa32f0f6d42b006538b5a671023875967b972e61dcb71a6a03fbd,"Nuestro Ayer","Rabbit Rumba",1
1185ab576613ed771751ce4d225b8824ed79d2689b470986aa144ac936a954c8,Kindness,"Swingin Party",1
a2d4c3ad9886e7d4a9e61afb19eb1d7d92c9ddb7cba340fb89a63cdcc6aa9509,"Lissi Dancefloor Disaster","Nära nära",6
766e93d7a5d3832be32d23db492d036a4703134d2ace8a535422df93c4680e87,Romare,"Down The Line",1
ed5719f49639788fb467b6c3eb46e546d23ada1f1dae10371ef1fd7f9140882a,Portishead,Over,1
a897e14d0c6eb9527028dc04d94799632cc59dd21b86224a9b37fd22105f3b2d,"The Hellacopters","It's Good But It Just Ain't Right",1
d7c1253814dc2e4fc1212274d12fbd3b531c0fe3e4d2c8977e8b4e08e8663a8b,Madonna,"I'm Addicted",1
27460f4e645c633f407dafa055609f67c040b563107fe6f92da720877db8d997,"Vybz Kartel","Pussy No Big",1
f2c8fbadf9d10f8b860c1b2f6d35abd9db7193cf6fde4f06183fc20a521bce0b,"Calvin Harris",Summer,379
e74b9a986fa5e7cf50eea20fa3c0e79b4f26155fba2f779b8647ad9ce131c90f,"Cris Cab","Liar liar",184
